SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,20 Stratford Dr,San Francisco,CA,94132,1095000,4,3.0,Lakeside,,,1941,6,,,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/20-Stratford-Dr-94132/home/834610,San Francisco MLS,463163,N,Y,37.724082,-122.47365
MLS Listing,,Condo/Co-op,246 2nd St #1307,San Francisco,CA,94105,1149000,2,2.0,Yerba Buena,1047,,2000,6,1097,617,Active,,,http://www.redfin.com/CA/San-Francisco/246-2nd-St-94105/unit-1307/home/918121,San Francisco MLS,463347,N,Y,37.7857744,-122.3973657
MLS Listing,,Condo/Co-op,2079 Golden Gate Ave,San Francisco,CA,94117,1195000,2,2.0,North Panhandle,1665,,1900,6,718,350,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2079-Golden-Gate-Ave-94115/home/110051762,San Francisco MLS,463346,N,Y,37.7777339,-122.4447062
MLS Listing,,Condo/Co-op,425 1st St #1305,San Francisco,CA,94105,875000,1,1.0,South Beach,710,,2008,6,1232,918,Active,,,http://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-1305/home/17305689,San Francisco MLS,463247,N,Y,37.7861411,-122.392459
MLS Listing,,Single Family Residential,1946 Quesada Ave,San Francisco,CA,94124,1275000,4,2.0,Silver Terrace,1885,2495,1928,6,676,,Active,October-7-2017 02:00 PM,October-7-2017 05:00 PM,http://www.redfin.com/CA/San-Francisco/1946-Quesada-Ave-94124/home/1103769,San Francisco MLS,463342,N,Y,37.7361398,-122.3959629
MLS Listing,,Condo/Co-op,2828 Greenwich St #7,San Francisco,CA,94123,1195000,2,1.0,Cow Hollow,,,1960,6,,386,Active,,,http://www.redfin.com/CA/San-Francisco/2828-Greenwich-St-94123/unit-7/home/143945461,San Francisco MLS,463239,N,Y,37.7978065,-122.4463304
MLS Listing,,Single Family Residential,572 Anderson St,San Francisco,CA,94110,895000,3,1.0,Bernal Heights,,1750,1907,6,,,Active,October-5-2017 05:30 PM,October-5-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/572-Anderson-St-94110/home/1495831,San Francisco MLS,463303,N,Y,37.7362687,-122.4156085
MLS Listing,,Condo/Co-op,401 Harrison St Unit 31D,San Francisco,CA,94105,2588000,2,2.0,South Beach,,,2014,6,,1243,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-31D/home/113617381,San Francisco MLS,463337,N,Y,37.7863987,-122.3920534
MLS Listing,,Condo/Co-op,1177 California St #1525,San Francisco,CA,94108,759000,1,1.0,Nob Hill,653,,1978,6,1162,869,Active,October-5-2017 11:00 AM,October-5-2017 11:30 AM,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-1525/home/113246909,San Francisco MLS,463202,N,Y,37.7910302,-122.4137217
MLS Listing,,Condo/Co-op,601 Van Ness Ave #802,San Francisco,CA,94102,659000,1,1.0,Van Ness/Civic Center,676,,1982,6,975,777,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-802/home/951854,San Francisco MLS,462607,N,Y,37.7811165,-122.4213309
MLS Listing,,Single Family Residential,1615 Church St,San Francisco,CA,94131,1549000,2,1.0,Noe Valley,1225,2500,1905,6,1264,,Active,October-5-2017 05:30 PM,October-5-2017 07:30 PM,http://www.redfin.com/CA/San-Francisco/1615-Church-St-94131/home/1142152,San Francisco MLS,463335,N,Y,37.744779,-122.426456
MLS Listing,,Multi-Family (5+ Unit),824 Hyde St,San Francisco,CA,94109,3395000,8,,Downtown,7480,2813,,6,454,,Active,,,http://www.redfin.com/CA/San-Francisco/824-Hyde-St-94109/home/1919780,San Francisco MLS,463331,N,Y,37.788579,-122.416592
MLS Listing,,Condo/Co-op,1788 Clay St #710,San Francisco,CA,94109,1350000,2,2.0,Nob Hill,956,,2014,6,1412,654,Active,October-5-2017 05:00 PM,October-5-2017 06:30 PM,http://www.redfin.com/CA/San-Francisco/1788-Clay-St-94109/unit-710/home/55244685,San Francisco MLS,463330,N,Y,37.7924992,-122.4222352
MLS Listing,,Single Family Residential,469 Oxford St,San Francisco,CA,94134,1259000,3,3.0,Portola,1703,3000,1955,6,739,,Active,October-5-2017 06:00 PM,October-5-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/469-Oxford-St-94134/home/2014473,San Francisco MLS,463201,N,Y,37.7241677,-122.4184763
MLS Listing,,Condo/Co-op,2250 24th St #119,San Francisco,CA,94107,710000,2,1.0,Potrero Hill,802,,1989,6,885,501,Active,,,http://www.redfin.com/CA/San-Francisco/2250-24th-St-94107/unit-119/home/1064605,San Francisco MLS,463333,N,Y,37.7533831,-122.4021236
MLS Listing,,Condo/Co-op,808 Haight St,San Francisco,CA,94117,1295000,3,2.0,Hayes Valley,1515,,1895,6,855,433,Active,October-7-2017 01:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/808-Haight-St-94117/home/52059320,San Francisco MLS,463097,N,Y,37.771658,-122.435662
MLS Listing,,Condo/Co-op,239 Brannan St Unit 5A,San Francisco,CA,94107,1675000,2,2.0,South Beach,1279,,2002,6,1310,1106,Active,October-5-2017 06:00 PM,October-5-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/239-Brannan-St-94107/unit-5A/home/853662,San Francisco MLS,462565,N,Y,37.782646,-122.390388
MLS Listing,,Condo/Co-op,1 Daniel Burnham Ct #812,San Francisco,CA,94109,1098000,2,2.0,Van Ness/Civic Center,1131,,1988,6,971,868,Active,October-8-2017 02:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1-Daniel-Burnham-Ct-94109/unit-812/home/1323173,San Francisco MLS,461611,N,Y,37.7867744,-122.4224906
MLS Listing,,Single Family Residential,3643 20th St,San Francisco,CA,94110,1595000,2,1.0,Eureka Valley/Dolore,1250,2874,1900,6,1276,,Active,October-5-2017 05:00 PM,October-5-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/3643-20th-St-94110/home/1848758,San Francisco MLS,463323,N,Y,37.758197,-122.422245
MLS Listing,,Single Family Residential,211 Anderson St,San Francisco,CA,94110,1749000,4,3.0,Bernal Heights,1918,1746,1909,6,912,,Active,October-5-2017 05:30 PM,October-5-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/211-Anderson-St-94110/home/759434,San Francisco MLS,461239,N,Y,37.7400836,-122.4150272
MLS Listing,,Condo/Co-op,451 Kansas St #526,San Francisco,CA,94107,1195000,2,2.0,Potrero Hill,972,,2007,6,1229,555,Active,October-5-2017 05:30 PM,October-5-2017 06:30 PM,http://www.redfin.com/CA/San-Francisco/451-Kansas-St-94107/unit-000526/home/22895387,San Francisco MLS,462150,N,Y,37.7638443,-122.4029888
MLS Listing,,Condo/Co-op,325 China Basin St #205,San Francisco,CA,94158,1199000,2,2.0,Mission Bay,1313,,2008,6,913,877,Active,October-5-2017 05:00 PM,October-5-2017 06:30 PM,http://www.redfin.com/CA/San-Francisco/325-China-Basin-St-94158/unit-205/home/21966143,San Francisco MLS,463329,N,Y,37.7719368,-122.3874363
MLS Listing,,Single Family Residential,16 Sea Cliff Ave,San Francisco,CA,94121,5500000,4,4.5,Sea Cliff,4050,6926,1916,6,1358,,Active,October-8-2017 11:30 AM,October-8-2017 01:00 PM,http://www.redfin.com/CA/San-Francisco/16-Sea-Cliff-Ave-94121/home/604248,San Francisco MLS,463220,N,Y,37.7891321,-122.4849727
MLS Listing,,Single Family Residential,2306 41st Ave,San Francisco,CA,94116,799000,2,1.0,Outer Parkside,1030,1746,1955,6,776,,Active,October-5-2017 05:30 PM,October-5-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/2306-41st-Ave-94116/home/1262637,San Francisco MLS,463140,N,Y,37.7436671,-122.499136
MLS Listing,,Single Family Residential,17 Bennington St,San Francisco,CA,94110,1495000,4,2.5,Bernal Heights,1630,1715,1906,6,917,,Active,,,http://www.redfin.com/CA/San-Francisco/17-Bennington-St-94110/home/1821591,San Francisco MLS,463227,N,Y,37.7399306,-122.4175268
MLS Listing,,Condo/Co-op,1490 Ocean Ave #204,San Francisco,CA,94112,1150000,2,2.0,Ingleside,1099,,2017,6,1046,667,Active,,,http://www.redfin.com/CA/San-Francisco/1490-Ocean-Ave-94112/unit-204/home/113746849,San Francisco MLS,463308,N,Y,37.7245631,-122.4578145
MLS Listing,,Single Family Residential,445 Douglass St,San Francisco,CA,94114,2995000,4,3.5,Eureka Valley/Dolore,2713,3250,1906,6,1104,,Active,October-8-2017 01:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/445-Douglass-St-94114/home/1299691,San Francisco MLS,463317,N,Y,37.756503,-122.438645
MLS Listing,,Condo/Co-op,2341 Franklin St #3,San Francisco,CA,94123,1250000,2,1.0,Pacific Heights,1306,,1927,6,957,425,Active,October-7-2017 10:00 AM,October-7-2017 12:00 PM,http://www.redfin.com/CA/San-Francisco/2341-Franklin-St-94123/unit-3/home/1747466,San Francisco MLS,463213,N,Y,37.7960939,-122.425502
MLS Listing,,Single Family Residential,900 Sloat Blvd,San Francisco,CA,94132,1495000,4,2.5,Pine Lake Park,2153,,1948,6,694,,Active,October-8-2017 02:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/900-Sloat-Blvd-94132/home/1316073,San Francisco MLS,463240,N,Y,37.7346859,-122.4817444
MLS Listing,,Condo/Co-op,2 Mint Plz #404,San Francisco,CA,94103,750000,1,1.0,South of Market,631,,1926,6,1189,669,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2-Mint-Plz-94103/unit-404/home/17305261,San Francisco MLS,461383,N,Y,37.783128,-122.4077633
MLS Listing,,Single Family Residential,2275 47th Ave,San Francisco,CA,94116,1425000,4,2.5,Outer Parkside,2190,2996,1962,6,651,,Active,October-5-2017 05:30 PM,October-5-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/2275-47th-Ave-94116/home/654641,San Francisco MLS,463275,N,Y,37.7440812,-122.5061172
MLS Listing,,Condo/Co-op,2001 McAllister St #215,San Francisco,CA,94118,995000,2,2.0,North Panhandle,1041,,2002,6,956,640,Active,October-5-2017 05:00 PM,October-5-2017 06:30 PM,http://www.redfin.com/CA/San-Francisco/2001-McAllister-St-94118/unit-215/home/12399954,San Francisco MLS,463279,N,Y,37.7764125,-122.4458463
MLS Listing,,Single Family Residential,1143 Jackson St,San Francisco,CA,94133,1688000,4,2.5,Nob Hill,2213,2886,1957,6,763,,Active,October-5-2017 04:00 PM,October-5-2017 06:00 PM,http://www.redfin.com/CA/San-Francisco/1143-Jackson-St-94133/home/1088741,San Francisco MLS,461284,N,Y,37.794896,-122.413862
MLS Listing,,Multi-Family (2-4 Unit),1143-1145 Jackson St,San Francisco,CA,94133,1688000,4,2.5,Nob Hill,2213,2886,1957,6,763,,Active,October-5-2017 04:00 PM,October-5-2017 06:00 PM,http://www.redfin.com/CA/San-Francisco/1145-Jackson-St-94133/home/21966280,San Francisco MLS,461283,N,Y,37.794896,-122.413862
MLS Listing,,Condo/Co-op,77 Jersey St,San Francisco,CA,94114,1349000,3,1.0,Noe Valley,1344,,1918,6,1004,473,Active,October-5-2017 05:30 PM,October-5-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/77-Jersey-St-94114/home/1283312,San Francisco MLS,463288,N,Y,37.750687,-122.426753
MLS Listing,,Condo/Co-op,201 Folsom St Unit 35C,San Francisco,CA,94105,2450000,2,2.0,South Beach,1495,,2017,6,1639,1119,Active,October-5-2017 11:00 AM,October-5-2017 05:00 PM,http://www.redfin.com/CA/San-Francisco/201-Folsom-St-94105/unit-35C/home/143938141,San Francisco MLS,463325,N,Y,37.7886997,-122.39226
MLS Listing,,Condo/Co-op,355 Buena Vista Ave Unit 404W,San Francisco,CA,94117,1549000,2,2.0,Buena Vista Park,,,1986,6,,765,Active,October-5-2017 06:00 PM,October-5-2017 08:00 PM,http://www.redfin.com/CA/San-Francisco/355-Buena-Vista-Ave-E-94117/unit-404W/home/668391,San Francisco MLS,463251,N,Y,37.7672707,-122.4399843
MLS Listing,,Condo/Co-op,1490 Ocean Ave #203,San Francisco,CA,94112,1330000,3,2.0,Ingleside,1319,,2017,6,1008,798,Active,,,http://www.redfin.com/CA/San-Francisco/1490-Ocean-Ave-94112/unit-203/home/143937972,San Francisco MLS,463318,N,Y,37.7246063,-122.4578161
MLS Listing,,Condo/Co-op,325 Berry St #403,San Francisco,CA,94158,999000,1,1.0,Mission Bay,918,,2007,6,1088,567,Active,,,http://www.redfin.com/CA/San-Francisco/325-Berry-St-94158/unit-403/home/17304335,San Francisco MLS,463074,N,Y,37.7734128,-122.3957474
MLS Listing,,Single Family Residential,48 Athens St,San Francisco,CA,94112,749000,2,1.0,Excelsior,1050,3746,1939,6,713,,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/48-Athens-St-94112/home/771802,San Francisco MLS,463219,N,Y,37.7273618,-122.4244946
MLS Listing,,Condo/Co-op,144 Dore St,San Francisco,CA,94103,995000,2,1.0,South of Market,,,1907,6,,346,Active,October-5-2017 05:30 PM,October-5-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/144-Dore-St-94103/home/1247179,San Francisco MLS,463229,N,Y,37.7726798,-122.4117415
MLS Listing,,Single Family Residential,198 Pope St,SAN FRANCISCO,CA,94112,795000,3,2.0,SAN FRANCISCO,1325,1751,1963,6,600,,Active,,,http://www.redfin.com/CA/San-Francisco/198-Pope-St-94112/home/1379761,MLSListings,ML81679742,N,Y,37.7126682,-122.4408041
MLS Listing,,Single Family Residential,60 A Russell St,San Francisco,CA,94109,1195000,3,2.5,Russian Hill,,,,6,,,Active,October-7-2017 10:00 AM,October-7-2017 12:30 PM,http://www.redfin.com/CA/San-Francisco/60-Russell-St-94109/home/920625,San Francisco MLS,463271,N,Y,37.7987036,-122.4198403
MLS Listing,,Single Family Residential,4021 Folsom St,San Francisco,CA,94110,875000,2,1.0,Bernal Heights,960,1341,1900,6,911,,Active,October-7-2017 01:00 PM,October-7-2017 03:00 PM,http://www.redfin.com/CA/San-Francisco/4021-Folsom-St-94110/home/1362528,San Francisco MLS,463199,N,Y,37.7364158,-122.4133847
MLS Listing,,Condo/Co-op,26 c Dorado Ter #3,San Francisco,CA,94112,1300000,4,2.0,Mount Davidson Manor,1844,,1994,6,705,,Active,October-8-2017 01:00 PM,October-8-2017 03:00 PM,http://www.redfin.com/CA/San-Francisco/26C-Dorado-Ter-94112/unit-3/home/143937484,San Francisco MLS,463149,N,Y,37.725923,-122.460546
MLS Listing,,Single Family Residential,1627 24th Ave,San Francisco,CA,94122,1295000,4,3.0,Central Sunset,1948,2996,1927,6,665,,Active,October-8-2017 02:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1627-24th-Ave-94122/home/1872871,San Francisco MLS,463193,N,Y,37.7571763,-122.4823088
MLS Listing,,Multi-Family (2-4 Unit),329-331 Prospect St,San Francisco,CA,94110,1900000,4,3.0,Bernal Heights,1600,1797,1911,6,1188,,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/329-Prospect-Ave-94110/home/1583506,San Francisco MLS,463264,N,Y,37.74087,-122.420187
MLS Listing,,Single Family Residential,714 Chenery St,San Francisco,CA,94131,1895000,4,4.0,Glen Park,2414,2927,1951,6,785,,Active,October-7-2017 01:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/714-Chenery-St-94131/home/1528016,San Francisco MLS,463091,N,Y,37.7346834,-122.43437
MLS Listing,,Condo/Co-op,735 Geary St #101,San Francisco,CA,94109,669000,1,1.0,Downtown,,,1922,6,,385,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/735-Geary-St-94109/unit-101/home/100381754,San Francisco MLS,463321,N,Y,37.7863112,-122.4155014
MLS Listing,,Multi-Family (2-4 Unit),,San Francisco,CA,94118,1790000,4,2.0,Central Richmond,3008,2495,1921,7,595,,Active,October-8-2017 02:00 PM,October-8-2017 05:00 PM,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94118/home/619514,San Francisco MLS,463322,N,Y,37.776459,-122.475598
MLS Listing,,Single Family Residential,658 Cayuga Ave,San Francisco,CA,94112,1049000,3,1.0,Mission Terrace,1350,2495,1941,7,777,,Active,October-5-2017 05:30 PM,October-5-2017 07:30 PM,http://www.redfin.com/CA/San-Francisco/658-Cayuga-Ave-94112/home/1592525,San Francisco MLS,463266,N,Y,37.7279144,-122.4366363
MLS Listing,,Single Family Residential,839 Bowdoin St,San Francisco,CA,94134,915000,2,2.0,Portola,1576,3750,1958,7,581,,Active,October-8-2017 02:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/839-Bowdoin-St-94134/home/1918066,San Francisco MLS,463319,N,Y,37.7253584,-122.4101213
MLS Listing,,Townhouse,7 Burnett Ave N #2,San Francisco,CA,94131,1850000,3,2.0,Twin Peaks,2531,,1983,7,731,945,Active,,,http://www.redfin.com/CA/San-Francisco/7-Burnett-Ave-N-94131/unit-2/home/102820940,San Francisco MLS,463293,N,Y,37.7565997,-122.4442595
MLS Listing,,Single Family Residential,3319 Clay St,San Francisco,CA,94118,4350000,4,4.5,Presidio Heights,3355,,1910,7,1297,,Active,October-5-2017 05:30 PM,October-5-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/3319-Clay-St-94118/home/1909782,San Francisco MLS,461116,N,Y,37.7888235,-122.4474726
MLS Listing,,Single Family Residential,415 17th Ave,San Francisco,CA,94121,1695000,4,2.5,Central Richmond,2240,2063,1915,7,757,,Active,October-5-2017 06:00 PM,October-5-2017 08:00 PM,http://www.redfin.com/CA/San-Francisco/415-17th-Ave-94121/home/613204,San Francisco MLS,463313,N,Y,37.7800708,-122.4763968
MLS Listing,,Single Family Residential,640 45th Ave,San Francisco,CA,94121,988999,2,2.0,Outer Richmond,1277,1006,2003,7,774,,Active,October-5-2017 05:30 PM,October-5-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/640-45th-Ave-94121/home/620303,San Francisco MLS,463312,N,Y,37.776255,-122.5058545
MLS Listing,,Single Family Residential,601 Fell St,San Francisco,CA,94102,748000,3,1.0,Hayes Valley,1240,1049,1873,7,603,,Active,,,http://www.redfin.com/CA/San-Francisco/601-Fell-St-94102/home/1252314,San Francisco MLS,463310,N,Y,37.775116,-122.427828
MLS Listing,,Condo/Co-op,321 Langton St #11,San Francisco,CA,94103,899000,2,2.0,South of Market,1180,,1999,7,762,369,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/321-Langton-St-94103/unit-11/home/12396226,San Francisco MLS,463164,N,Y,37.7736343,-122.4047498
MLS Listing,,Single Family Residential,1948 Sutter St,San Francisco,CA,94115,3400000,4,3.5,Lower Pacific Height,2980,4120,1900,7,1141,,Active,October-5-2017 05:00 PM,October-5-2017 06:00 PM,http://www.redfin.com/CA/San-Francisco/1948-Sutter-St-94115/home/1268887,San Francisco MLS,463263,N,Y,37.7864765,-122.4324679
MLS Listing,,Single Family Residential,25 Clover St,San Francisco,CA,94114,2695000,4,2.5,Eureka Valley/Dolore,,2500,1921,7,,,Active,October-5-2017 05:30 PM,October-5-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/25-Clover-St-94114/home/1938750,San Francisco MLS,463306,N,Y,37.7601126,-122.4413444
MLS Listing,,Single Family Residential,355 Santa Ana Ave,San Francisco,CA,94127,2750000,4,5.5,Balboa Terrace,3305,5222,1927,7,832,,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/355-Santa-Ana-Ave-94127/home/1694453,San Francisco MLS,463216,N,Y,37.7304162,-122.4678016
MLS Listing,,Condo/Co-op,1 Crescent Way #1209,SAN FRANCISCO,CA,94134,788000,2,2.0,SAN FRANCISCO,1063,42105,2001,7,741,476,Active,,,http://www.redfin.com/CA/San-Francisco/1-Crescent-Way-94134/unit-1209/home/22879443,MLSListings,ML81679678,N,Y,37.71084,-122.390181
MLS Listing,,Single Family Residential,230 Molimo Dr,San Francisco,CA,94127,799000,2,1.0,Miraloma Park,918,2866,1954,7,870,,Active,October-8-2017 02:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/230-Molimo-Dr-94127/home/1653237,San Francisco MLS,463189,N,Y,37.7370683,-122.4499235
MLS Listing,,Condo/Co-op,348 Church St #301,San Francisco,CA,94114,1199000,2,2.0,Eureka Valley/Dolore,,,1995,7,,403,Active,October-7-2017 01:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/348-Church-St-94114/unit-301/home/1985657,San Francisco MLS,463294,N,Y,37.765397,-122.4290488
MLS Listing,,Condo/Co-op,317 Harriet St #25,San Francisco,CA,94103,999000,2,2.0,South of Market,1535,,2001,7,651,563,Active,,,http://www.redfin.com/CA/San-Francisco/317-Harriet-St-94103/unit-25/home/877346,San Francisco MLS,463250,N,Y,37.7754659,-122.4024177
MLS Listing,,Condo/Co-op,844 Shrader St,San Francisco,CA,94117,2795000,4,3.0,Parnassus/Ashbury Heights,3246,,1906,7,861,250,Active,October-8-2017 02:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/844-Shrader-St-94117/home/1974856,San Francisco MLS,463291,N,Y,37.7669333,-122.451148
MLS Listing,,Condo/Co-op,60 Rausch St #406,San Francisco,CA,94103,1199000,2,1.5,South of Market,1200,,2002,7,999,464,Active,October-8-2017 01:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/60-Rausch-St-94103/unit-406/home/12398785,San Francisco MLS,463290,N,Y,37.7761423,-122.4096951
MLS Listing,,Condo/Co-op,80 Richland Ave Unit B,San Francisco,CA,94110,1348000,3,2.0,Bernal Heights,2120,,2006,7,636,300,Active,October-5-2017 05:30 PM,October-5-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/80-Richland-Ave-94110/unit-B/home/28935847,San Francisco MLS,462930,N,Y,37.735772,-122.425172
MLS Listing,,Single Family Residential,500 Dellbrook Ave,San Francisco,CA,94131,1095000,3,2.0,Midtown Terrace,1200,5998,1962,7,913,,Active,October-7-2017 01:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/500-Dellbrook-Ave-94131/home/679155,San Francisco MLS,463089,N,Y,37.7550308,-122.4540034
MLS Listing,,Single Family Residential,1352 Alemany Blvd,San Francisco,CA,94112,699000,1,2.0,Mission Terrace,1066,1080,1939,7,656,,Active,October-7-2017 01:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1352-Alemany-Blvd-94112/home/1346072,San Francisco MLS,463143,N,Y,37.7300268,-122.43342
MLS Listing,,Single Family Residential,809 Scott St,San Francisco,CA,94117,3650000,4,3.5,Alamo Square,4274,3998,1888,7,854,,Active,October-8-2017 02:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/809-Scott-St-94117/home/595785,San Francisco MLS,463186,N,Y,37.777373,-122.4368063
MLS Listing,,Single Family Residential,2361 Broadway St,San Francisco,CA,94115,7800000,5,3.5,Pacific Heights,5375,,1914,7,1451,,Active,,,http://www.redfin.com/CA/San-Francisco/2361-Broadway-94115/home/564039,San Francisco MLS,463128,N,Y,37.793841,-122.435907
MLS Listing,,Condo/Co-op,2476 Sutter St #4,San Francisco,CA,94115,995000,2,2.0,Lower Pacific Height,1125,,1980,7,884,275,Active,,,http://www.redfin.com/CA/San-Francisco/2476-Sutter-St-94115/unit-4/home/591734,San Francisco MLS,463257,N,Y,37.7853031,-122.4410782
MLS Listing,,Multi-Family (2-4 Unit),1626-1628 Folsom St,San Francisco,CA,94114,1998000,3,3.0,South of Market,3005,2188,1906,7,665,,Active,October-5-2017 05:00 PM,October-5-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/1628-Folsom-St-94103/home/143935686,San Francisco MLS,463151,N,Y,37.7706139,-122.4155173
MLS Listing,,Condo/Co-op,1452 Bush St #4,San Francisco,CA,94109,1050000,2,2.5,Van Ness/Civic Center,1298,,2004,7,809,592,Active,October-5-2017 05:30 PM,October-5-2017 06:30 PM,http://www.redfin.com/CA/San-Francisco/1452-Bush-St-94109/unit-4/home/1458814,San Francisco MLS,463252,N,Y,37.7888368,-122.4212749
MLS Listing,,Condo/Co-op,260 King #617,San Francisco,CA,94107,669000,1,1.0,Mission Bay,759,,2005,7,881,728,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-617/home/11743401,San Francisco MLS,463169,N,Y,37.7772049,-122.3940134
MLS Listing,,Condo/Co-op,4711 18th St,San Francisco,CA,94114,1495000,3,2.0,Eureka Valley/Dolore,1560,,1940,7,958,200,Active,October-5-2017 05:00 PM,October-5-2017 06:00 PM,http://www.redfin.com/CA/San-Francisco/4711-18th-St-94114/home/28963297,San Francisco MLS,462637,N,Y,37.760042,-122.443529
MLS Listing,,Condo/Co-op,10 Mint Plz #4,San Francisco,CA,94103,1390000,2,2.0,South of Market,1559,,2006,7,892,1252,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/10-Mint-Plz-94103/unit-4/home/11743333,San Francisco MLS,462584,N,Y,37.7828787,-122.408096
MLS Listing,,Condo/Co-op,1045 South Van Ness Ave #301,San Francisco,CA,94110,1345000,3,2.0,Inner Mission,1653,,1991,8,814,550,Active,,,http://www.redfin.com/CA/San-Francisco/1045-S-Van-Ness-Ave-94110/unit-301/home/714572,San Francisco MLS,462572,N,Y,37.7564925,-122.4164278
MLS Listing,,Single Family Residential,501 Day St,San Francisco,CA,94131,1549000,2,2.0,Noe Valley,1567,2779,1949,8,989,,Active,October-7-2017 02:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/501-Day-St-94131/home/843852,San Francisco MLS,463198,N,Y,37.7423739,-122.433502
MLS Listing,,Condo/Co-op,2064 Green St,San Francisco,CA,94123,2675000,2,2.0,Pacific Heights,1834,,1948,8,1459,949,Active,October-8-2017 02:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2064-Green-St-94123/home/1268447,San Francisco MLS,463224,N,Y,37.796672,-122.433164
MLS Listing,,Condo/Co-op,722 34th Ave,San Francisco,CA,94121,1250000,5,3.0,Outer Richmond,1950,,1983,8,641,200,Active,,,http://www.redfin.com/CA/San-Francisco/722-34th-Ave-94121/home/52059340,San Francisco MLS,463234,N,Y,37.775389,-122.49374
MLS Listing,,Condo/Co-op,260 King St #439,San Francisco,CA,94107,750000,1,1.0,Mission Bay,850,,2004,8,882,777,Active,October-8-2017 02:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-439/home/12331103,San Francisco MLS,463232,N,Y,37.7772049,-122.3940134
